session_id;user_id;date;session_length_min
972387;0;2020-05-01 18:07:54;3.302052788296475
384994;0;2020-04-14 13:31:19;0.2744984013364878
173981;0;2020-08-04 17:36:17;2.846372816910242
144649;0;2020-04-14 09:54:36;1.009347678146931
475443;0;2020-04-24 21:51:14;4.217948905331213
309859;0;2020-04-26 09:56:34;4.7984950650920295
441499;0;2020-04-14 14:43:53;9.465938471781689
815406;0;2020-06-11 19:29:20;3.7065950634303695
957153;0;0;5.858023348015955
215560;0;2020-04-04 18:25:34;7.643954136224691
50839;0;2020-06-17 19:13:38;4.362388723297943
263358;0;2020-04-10 18:24:41;9.75917731748884
341249;0;2020-08-16 02:03:34;25.539840046929854
591151;0;2020-01-23 17:55:32;1.1019949367841562
573873;0;2020-03-29 13:07:26;10.684385497766351
202761;0;2020-06-13 13:15:22;1.4445623708914364
389620;0;2020-03-23 17:10:29;11.1537157553048
336305;0;2020-07-09 20:17:12;0.4810715693040923
287894;0;2020-03-02 19:28:19;1.625413888300208
550008;0;;2.928071268923154
114213;0;2020-06-01 11:38:11;7.466700738364738
498342;0;2020-04-11 19:26:29;15.590460758115546
256782;1;0;4.106569822081547
837482;1;2020-04-15 18:31:28;16.090720092016646
246750;1;2020-07-26 10:10:39;0.8100192948040349
925467;1;2020-07-28 05:10:32;19.11802857438519
238867;1;2020-04-21 09:33:11;29.42912711138401
989977;1;2020-01-23 08:30:47;9.85904235718028
316736;1;2020-04-21 04:02:50;3.9126266436566817
512874;1;2020-01-24 14:33:48;26.33511024114416
174927;1;2020-03-02 10:15:09;17.303971727844893
315618;1;2020-07-26 09:02:16;1.045752591079424
481047;1;2020-04-26 19:15:30;36.28442320266591
103100;1;2020-03-28 17:14:27;23.616345543773495
862353;1;2020-07-02 17:46:56;16.478720880685305
303379;1;2020-01-06 12:52:42;0.275289243913527
202838;1;2020-04-17 17:33:37;4.9473051772322805
917749;2;2020-07-28 22:18:46;10.574516873553918
465090;2;2020-07-26 17:37:17;2.8408249986554948
20599;2;2020-07-20 08:45:04;0.3638335668754944
415542;2;2020-07-12 21:09:46;5.926476280223934
114230;2;2020-04-19 20:22:07;1.7942692175467825
218562;2;2020-05-23 12:21:53;4.156099954708741
660536;2;2020-07-23 08:36:28;20.10874501274712
548464;2;2020-07-21 10:32:08;0.16867244547960827
564714;2;2020-03-06 16:06:46;13.287430276086774
54519;2;2020-03-03 18:52:06;1.841454126863051
959138;2;2020-03-14 16:32:06;2.891151389048148
726665;2;2020-06-23 10:29:02;1.2065474523900448
477823;2;2020-08-23 17:00:25;2.2183927446230682
478816;2;0;4.487817147653409
323565;2;2020-08-20 16:29:23;1.8466745437509051
605284;2;2020-02-25 06:38:35;10.070056682663552
752950;2;2020-05-14 22:20:33;14.949132556559407
24998;2;2020-01-19 05:08:42;65.29737478821933
866458;2;2020-02-17 04:21:54;19.437524620999763
247251;2;2020-05-22 20:39:08;17.11708875703149
841574;2;2020-04-08 17:14:23;4.662492376692259
678312;2;2020-04-01 08:09:44;7.998684465528657
234443;2;2020-04-14 16:40:47;3.326412998003567
724639;2;2020-01-19 18:30:56;0.510071388865168
902289;3;2020-03-29 12:03:55;17.297401677916405
166516;3;2020-05-10 07:33:24;2.0632620897925595
367732;3;2020-08-17 18:26:06;1.9477171630823618
131127;3;2020-03-04 13:11:28;8.09175962611763
712819;3;2020-06-05 09:57:40;14.255511767213807
666416;3;2020-08-19 16:29:00;1.2317465970081174
593545;3;2020-07-11 13:47:37;1.7910049012016125
427520;3;2020-04-27 20:17:57;8.705484213536627
336502;3;2020-07-19 17:48:48;13.186754072646107
923972;3;2020-04-13 22:47:53;4.94865530293902
309436;3;2020-07-17 16:21:29;1.7573225179689287
92427;3;2020-01-08 14:01:34;5.794207443199401
859842;3;2020-03-03 23:47:46;8.603007042602115
440878;3;2020-03-28 14:02:33;8.235396776104063
708321;3;2020-04-27 04:55:05;18.76367883755514
196690;3;2020-06-14 07:50:38;5.997317468972563
227087;3;2020-07-10 20:55:45;0.2925682588962865
3364;3;2020-07-05 01:42:15;4.926608069439704
842224;4;2020-08-04 20:20:06;3.507726865425929
826260;4;2020-07-18 14:23:14;3.993867163692469
591783;4;2020-04-09 13:03:27;3.5536891634683263
844769;4;2020-01-23 07:37:01;7.701875000245471
700316;4;2020-08-13 19:01:26;1.2745347061770602
62654;4;2020-06-08 22:01:02;21.633745272159455
661774;4;2020-01-24 13:47:37;7.587072830937073
955855;4;2020-04-21 21:42:45;6.5065290138264436
409183;4;2020-08-04 09:22:52;28.998530749967873
924723;4;2020-03-14 17:07:38;6.390725429839356
475150;4;0;8.157414775160206
430852;5;2020-07-07 17:57:50;1.8660095658770102
141779;5;2020-03-28 22:27:21;10.246722703735276
178701;5;2020-04-10 17:18:55;5.180254545415177
283692;5;2020-04-07 13:34:23;20.937020741195276
987360;5;2020-04-06 04:18:24;1.6887725979945243
902435;5;2020-03-12 15:23:10;3.732763131908153
971032;5;2020-04-24 18:26:20;12.411787896852633
520994;5;2020-04-07 16:24:36;3.1971544098899503
487209;5;2020-03-24 19:14:52;2.401327840120169
578145;5;;2.915234202127361
922335;5;2020-01-08 08:26:08;8.720307319016758
416763;5;2020-04-13 00:45:54;1.3820797396456492
933613;5;2020-05-04 19:37:13;11.3325901539526
218028;5;2020-08-12 08:39:37;17.684047429958426
867776;5;2020-05-02 18:48:49;5.048364632255817
746982;5;0;7.225514021994
50168;5;2020-01-03 15:41:07;2.1206885500719856
661653;5;2020-04-25 05:10:21;5.4380825788684675
769960;5;2020-02-23 17:08:33;0.7132635415983933
843536;5;2020-02-23 21:21:40;12.554544518344215
56854;5;2020-01-28 12:34:40;3.4791585305126613
889972;5;2020-03-07 22:14:32;20.450648614813876
22092;5;2020-01-20 07:07:40;3.7623341504112178
882033;5;2020-04-16 08:07:38;0.723579211784861
16188;5;2020-04-17 20:12:44;27.395520341984884
246147;5;2020-02-03 15:52:12;25.97374417317778
629417;5;2020-06-18 09:12:00;26.697883479214337
173564;5;2020-03-05 09:17:56;1.1198660843422559
619357;5;2020-04-28 12:02:30;2.5659848248438437
296946;5;2020-06-14 19:16:13;2.1787947628003477
974272;5;2020-08-22 10:25:28;11.575078270088936
29225;5;2020-03-17 19:29:17;0.6883509370060671
56838;6;2020-01-29 18:28:40;29.283784509753513
739426;6;2020-01-11 06:07:14;0.05967566271770225
912253;6;2020-03-10 23:51:31;7.542092373126911
461108;6;0;10.128181889743137
527641;6;2020-07-02 09:53:26;1.5253725802546376
327466;6;2020-04-18 12:27:53;3.0999662698919774
298990;6;2020-04-21 16:37:50;18.087242188075724
15374;6;2020-06-11 11:42:34;11.298624366900178
728997;6;;36.92152114151608
761505;6;2020-07-03 20:28:07;13.718992680334063
768831;6;2020-05-15 14:22:06;6.978121512234311
468168;6;2020-04-17 18:57:39;3.0656442469075524
1063;6;2020-03-12 10:33:41;2.1615888884733225
810575;6;2020-04-18 06:46:05;3.2464865226034827
13122;6;2020-04-21 05:45:00;20.680472047375876
370110;7;2020-05-10 19:01:52;0.33899042651524963
815821;7;2020-08-05 17:17:02;2.9989915303102275
223200;7;2020-02-09 01:20:46;1.137294019420091
105858;7;2020-03-11 16:58:57;4.595965856457303
438508;7;2020-04-06 15:58:00;3.2424199082124527
298433;8;2020-08-23 19:11:22;23.70717078938929
156699;8;2020-04-09 15:05:22;40.57661084104361
170681;8;2020-07-07 11:16:10;17.455695748541487
9143;8;2020-06-24 10:07:16;5.420113070950581
626129;8;2020-04-25 16:09:05;27.924529182433478
67523;8;2020-04-13 10:58:29;23.122513965234013
686790;8;2020-01-22 10:48:00;23.387692255691473
679220;8;2020-07-14 16:12:05;1.7809100862088845
2781;8;2020-03-14 08:35:37;13.194575235163667
802949;8;2020-04-28 00:03:54;6.355969336029915
737651;8;2020-01-28 21:21:35;16.862907844332423
390454;8;2020-04-14 20:56:01;8.446949412215137
983728;8;2020-03-05 20:34:51;9.921626186824703
462862;8;2020-03-02 07:01:24;11.858244322404772
687747;8;2020-05-14 05:46:32;3.5442400566206627
938946;8;2020-03-13 19:33:21;3.6406729800588917
3212;8;2020-03-18 23:22:07;1.5987238009518603
9892;8;2020-07-03 08:41:24;15.123816848072973
50516;8;2020-07-01 04:41:43;17.599523598829887
66049;8;2020-04-21 10:30:06;1.0189161034091783
997588;8;2020-07-27 17:39:34;0.93587889215224
962730;9;2020-05-08 08:28:02;5.770167135019481
916907;9;2020-06-07 22:40:56;5.436340306077721
669970;9;2020-06-23 16:29:00;14.021488792883448
131936;9;2020-07-23 17:23:18;17.161219297292593
825885;9;2020-04-18 13:00:17;14.140070184531098
240441;9;2020-07-22 01:11:35;4.933245507258048
179158;9;2020-03-08 07:46:22;6.760247273442736
82294;9;2020-06-18 17:02:19;23.38684204569903
228918;9;2020-07-04 17:17:08;1.7172338550482809
107624;9;2020-03-05 10:47:31;4.617170695717549
304221;9;2020-06-14 10:14:42;1.8905903222548988
378617;9;2020-07-03 12:27:40;7.9982465351123935
385744;9;2020-05-19 13:16:50;21.267973063083907
955623;9;2020-07-13 21:55:13;10.052069692289667
795490;9;2020-03-12 20:16:01;6.54502996362477
386906;9;2020-04-10 09:13:07;12.58111982509998
138995;9;2020-04-19 16:22:39;2.13104890265415
586977;9;2020-03-01 04:34:46;3.7863341055601696
601161;9;2020-02-24 19:12:34;16.177200260445336
261644;9;2020-04-18 14:07:53;0.9494519959563297
924924;9;2020-04-05 17:24:31;11.68983000641741
173566;9;2020-06-28 20:11:36;2.1075017165891436
342817;9;2020-03-01 04:53:07;2.1087989305090002
799918;9;2020-08-28 08:35:01;22.629743576006913
495414;9;2020-03-18 21:20:37;7.605437811747669
236137;9;2020-05-06 16:05:02;4.5921925445785385
700944;10;2020-04-01 10:43:00;5.253579075930741
751916;10;2020-07-27 10:06:05;13.090631037975633
154603;10;2020-03-13 17:38:05;0.1505150598489152
756759;10;2020-02-18 05:30:25;11.313459769426773
797234;10;2020-07-29 16:28:08;0.9354253222280461
535212;10;2020-04-28 10:07:52;11.426692414275813
768753;10;2020-07-26 16:16:37;21.653187940780175
83771;10;2020-06-23 23:49:03;1.7010128186466822
428687;10;2020-04-18 15:21:45;35.15160760547443
37880;10;2020-01-25 07:49:39;5.786541560432194
363425;10;2020-03-18 04:10:35;9.001344730413138
622079;10;2020-08-05 15:42:20;12.234625852782221
3015;10;2020-05-16 08:38:39;16.72236139606114
832170;10;2020-08-19 09:05:04;10.284133859785001
459307;10;2020-04-04 22:28:18;28.871619156994015
194241;10;2020-01-18 11:40:28;30.509146041419847
503266;10;2020-07-25 21:49:36;26.604990033290406
709599;10;2020-05-06 21:13:28;34.342538942570755
365407;10;2020-07-18 18:40:38;0.7962823767100632
631335;10;2020-03-23 21:18:03;11.640403941266927
25812;10;2020-04-05 21:18:33;6.830073782499503
152936;10;2020-03-22 20:31:35;15.870985709549757
999946;10;2020-06-07 16:38:14;13.25058381200736
692803;10;2020-08-19 20:41:24;43.05713933080272
908823;10;2020-05-21 14:41:07;22.424029498520024
788847;11;2020-07-09 13:05:17;18.742409799549172
321439;11;2020-07-05 20:54:17;9.205376330967843
40121;11;2020-06-03 21:56:48;26.340124142707037
56591;11;2020-04-06 07:53:38;1.5982541139379838
335875;11;2020-07-28 05:10:38;23.35818270875849
357677;11;2020-06-25 19:17:23;4.411012600692515
634900;11;2020-04-01 10:53:38;25.61406997920023
345421;11;2020-08-21 10:38:46;30.88261851078877
990195;11;2020-04-17 16:58:06;9.467677958270507
3217;11;2020-06-11 19:51:23;10.316772790947246
7808;11;2020-05-23 16:00:35;17.031205822580016
7773;11;2020-03-09 19:22:33;20.081194968462963
332830;11;2020-01-13 16:53:32;5.679883079704971
404863;11;2020-06-22 06:39:48;16.728257895623315
55315;11;2020-04-24 18:29:36;77.31367726370267
230425;11;;0.9627492167172452
956867;11;2020-03-25 21:22:00;22.506205126766055
326973;11;2020-06-09 16:33:09;26.12566871204283
673201;11;2020-04-27 19:45:40;21.42881900293008
205161;11;2020-03-11 17:30:31;51.67763961138729
708415;11;2020-06-23 10:40:49;14.99161710396391
256499;11;2020-07-10 18:06:50;25.264218819578094
304891;11;2020-04-21 08:41:26;15.74679692037597
71670;11;2020-03-27 20:42:56;1.8441628320341528
364392;11;2020-07-20 15:39:13;34.842946575806316
293390;12;2020-06-20 13:15:01;11.18236082527605
857481;12;2020-03-22 13:20:06;21.53107483756101
772115;12;2020-01-04 17:02:37;8.530608139441666
786921;12;2020-01-18 08:39:17;0.4250247716428539
867904;12;2020-04-07 10:22:09;5.5731207180124835
517181;12;2020-04-28 22:30:18;1.6224572625544305
366708;12;2020-04-07 20:31:32;2.9278855565447564
823379;12;2020-02-22 07:32:45;6.412472640399009
59579;12;2020-04-11 18:04:13;7.12935184691593
47033;12;2020-05-26 07:16:29;29.339078217896752
694553;12;;9.95277574511857
333452;12;2020-03-29 07:16:35;9.334231036016217
430158;12;2020-08-20 17:47:24;11.724946817931384
699629;12;2020-03-18 10:53:43;1.4974147805851805
682322;12;2020-03-13 16:06:00;2.330700527167169
775602;12;2020-08-04 21:07:56;8.556368365409252
162138;12;2020-03-26 18:54:32;2.0492764891145434
772597;13;2020-03-07 05:58:19;3.552795507713692
920583;13;2020-08-17 14:11:36;16.16259479912363
132581;13;2020-07-26 03:04:14;4.915042183069429
306079;13;2020-06-28 17:12:37;19.472790014048453
637796;13;2020-08-16 15:19:26;7.321170051740484
517304;13;2020-03-22 10:44:22;0.926082129847853
461064;13;2020-04-17 19:09:30;7.230508278561636
743490;13;2020-03-17 14:44:15;8.690505608944878
802993;13;2020-01-09 22:43:11;19.801571906196624
886421;13;2020-07-27 06:42:35;20.89452424823274
596646;13;2020-07-11 18:33:02;1.9799965317604171
57228;13;2020-06-28 03:02:20;25.535750065702516
339950;13;2020-06-03 09:23:41;13.151446041664418
527116;13;2020-06-21 16:17:16;3.0987647924342836
78315;13;;3.7085481656852264
261308;13;2020-02-10 18:04:20;13.765396986639562
183444;13;2020-08-02 16:45:35;16.765390332566128
853180;13;2020-08-20 11:06:01;2.0738525887865373
246068;13;2020-08-05 22:55:39;17.650960893086804
716284;13;2020-04-14 14:33:00;2.9472668575805536
569815;13;;20.565052732429688
642812;14;2020-01-28 15:57:55;5.3381345513770695
852957;14;2020-06-01 13:52:15;3.3309116149590356
130010;14;2020-02-20 04:25:46;5.19658060107194
787454;14;2020-02-18 16:30:48;1.3494187002640872
895716;14;2020-05-13 21:33:54;1.7940045730093388
408485;14;2020-06-03 18:02:42;2.9504033384550485
